source_event_id,loan_id,customer_id,product_code,currency,principal_amount,outstanding_amount,interest_rate,tenor_months,disbursed_at,maturity_date,npa_status,days_past_due,last_repayment_at,collateral_value,branch_code,payload
EV-LOAN-L018180,L018180,C04709,AUTO_RET,KES,444028.31,227689.48,0.1325,50,2026-10-19T00:00:00+00:00,2030-11-27,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018181,L018181,C06452,PL_RET,KES,318516.98,235482.01,0.1909,36,2024-02-27T00:00:00+00:00,2027-02-11,WATCH,37,2026-04-20T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018182,L018182,C08841,PL_RET,KES,491771.32,270961.77,0.1941,30,2023-06-18T00:00:00+00:00,2025-12-04,PERFORMING,0,2026-04-24T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018183,L018183,C06825,CORP_TL,KES,13184252.69,2303420.37,0.1469,24,2024-08-21T00:00:00+00:00,2026-08-11,PERFORMING,0,2026-04-13T00:00:00+00:00,15627391.04,NBO-001,{}
EV-LOAN-L018184,L018184,C01051,AUTO_RET,KES,794275.47,348000.38,0.1543,52,2023-03-02T00:00:00+00:00,2027-06-09,PERFORMING,0,2026-04-19T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018185,L018185,C07299,INV_SME,KES,4634656.24,2922965.38,0.1438,32,2026-11-14T00:00:00+00:00,2029-07-01,PERFORMING,0,2026-04-19T00:00:00+00:00,5755495.74,NBO-001,{}
EV-LOAN-L018186,L018186,C07356,AUTO_RET,KES,876500.56,519346.99,0.1438,58,2025-10-15T00:00:00+00:00,2030-07-21,PERFORMING,9,2026-04-26T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018187,L018187,C00650,PL_RET,KES,271332.24,31571.26,0.2230,14,2025-08-16T00:00:00+00:00,2026-10-10,PERFORMING,0,2026-04-09T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018188,L018188,C02123,INV_SME,KES,2093645.41,369434.36,0.1552,32,2024-03-09T00:00:00+00:00,2026-10-25,PERFORMING,17,2026-04-19T00:00:00+00:00,1525998.29,NBO-002,{}
EV-LOAN-L018189,L018189,C03065,AUTO_RET,KES,2014041.08,526716.65,0.1537,58,2026-04-27T00:00:00+00:00,2031-01-31,PERFORMING,13,2026-04-02T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018190,L018190,C02482,INV_SME,KES,1645663.48,141461.00,0.1557,57,2024-04-07T00:00:00+00:00,2028-12-12,PERFORMING,0,2026-04-23T00:00:00+00:00,1149642.44,NBO-002,{}
EV-LOAN-L018191,L018191,C09172,AUTO_RET,KES,878672.34,585932.14,0.1375,34,2023-01-15T00:00:00+00:00,2025-10-31,WATCH,41,2026-04-16T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018192,L018192,C04172,WC_SME,KES,1159907.19,516350.28,0.1773,27,2026-05-01T00:00:00+00:00,2028-07-19,PERFORMING,0,2026-04-16T00:00:00+00:00,810365.68,ELD-030,{}
EV-LOAN-L018193,L018193,C06337,WC_SME,KES,1107713.48,899168.13,0.1897,28,2024-10-26T00:00:00+00:00,2027-02-13,WATCH,49,2026-04-02T00:00:00+00:00,1500588.69,NKR-040,{}
EV-LOAN-L018194,L018194,C00610,INV_SME,KES,5759661.30,2600514.18,0.1557,24,2025-02-14T00:00:00+00:00,2027-02-04,PERFORMING,4,2026-04-06T00:00:00+00:00,7206414.78,NBO-001,{}
EV-LOAN-L018195,L018195,C07633,WC_SME,KES,3713954.13,1813376.13,0.1869,22,2024-02-27T00:00:00+00:00,2025-12-18,PERFORMING,0,2026-04-12T00:00:00+00:00,2742397.38,MSA-010,{}
EV-LOAN-L018196,L018196,C00286,PL_RET,KES,270536.37,211556.65,0.2184,35,2025-10-12T00:00:00+00:00,2028-08-27,WATCH,51,2026-04-07T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018197,L018197,C05279,AUTO_RET,KES,749262.46,199858.34,0.1610,42,2024-12-04T00:00:00+00:00,2028-05-17,PERFORMING,0,2026-04-05T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018198,L018198,C06273,INV_SME,KES,4012099.61,1450126.70,0.1655,36,2026-10-15T00:00:00+00:00,2029-09-29,PERFORMING,0,2026-04-26T00:00:00+00:00,5409019.06,NBO-002,{}
EV-LOAN-L018199,L018199,C06168,AUTO_RET,KES,1689860.82,465049.29,0.1546,50,2024-06-03T00:00:00+00:00,2028-07-12,PERFORMING,0,2026-04-25T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018200,L018200,C03970,AUTO_RET,KES,992153.30,200687.02,0.1479,30,2024-06-22T00:00:00+00:00,2026-12-09,PERFORMING,0,2026-04-20T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018201,L018201,C09017,AUTO_RET,KES,958417.70,66231.61,0.1348,39,2026-10-02T00:00:00+00:00,2029-12-15,PERFORMING,0,2026-04-17T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018202,L018202,C05313,AUTO_RET,KES,2128732.79,615078.44,0.1377,34,2025-02-10T00:00:00+00:00,2027-11-27,PERFORMING,27,2026-04-25T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018203,L018203,C04143,PL_RET,KES,197078.64,116203.69,0.2314,30,2026-11-11T00:00:00+00:00,2029-04-29,PERFORMING,0,2026-04-08T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018204,L018204,C09845,PL_RET,KES,85075.08,40783.37,0.2146,24,2026-02-22T00:00:00+00:00,2028-02-12,PERFORMING,13,2026-04-21T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018205,L018205,C00599,AUTO_RET,KES,398753.59,53098.25,0.1374,41,2024-07-03T00:00:00+00:00,2027-11-15,PERFORMING,0,2026-04-25T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018206,L018206,C04198,INV_SME,KES,7785350.31,3296124.33,0.1623,25,2024-10-08T00:00:00+00:00,2026-10-28,PERFORMING,0,2026-04-08T00:00:00+00:00,8346316.34,KSM-020,{}
EV-LOAN-L018207,L018207,C06760,WC_SME,KES,4516731.37,1408753.43,0.1819,33,2025-07-28T00:00:00+00:00,2028-04-13,PERFORMING,0,2026-04-05T00:00:00+00:00,6196029.77,NBO-002,{}
EV-LOAN-L018208,L018208,C05203,AUTO_RET,KES,1861959.94,447914.41,0.1557,45,2025-10-12T00:00:00+00:00,2029-06-23,PERFORMING,0,2026-04-05T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018209,L018209,C02687,WC_SME,KES,1320625.03,799554.27,0.1920,23,2025-09-22T00:00:00+00:00,2027-08-13,PERFORMING,3,2026-04-15T00:00:00+00:00,1366377.57,NBO-001,{}
EV-LOAN-L018210,L018210,C06650,PL_RET,KES,441754.74,189889.30,0.2042,32,2024-11-26T00:00:00+00:00,2027-07-14,PERFORMING,0,2026-04-03T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018211,L018211,C09930,INV_SME,KES,3745988.93,189088.86,0.1673,34,2023-10-24T00:00:00+00:00,2026-08-09,PERFORMING,4,2026-04-16T00:00:00+00:00,4776816.07,MSA-010,{}
EV-LOAN-L018212,L018212,C01179,AUTO_RET,KES,2119403.27,964536.07,0.1660,51,2025-06-07T00:00:00+00:00,2029-08-15,PERFORMING,7,2026-04-08T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018213,L018213,C09280,PL_RET,KES,427191.70,237146.58,0.1927,24,2023-05-10T00:00:00+00:00,2025-04-29,SUBSTANDARD,127,2023-07-21T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018214,L018214,C08908,AUTO_RET,KES,2016134.23,925240.42,0.1486,33,2025-02-04T00:00:00+00:00,2027-10-22,PERFORMING,0,2026-04-13T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018215,L018215,C09866,PL_RET,KES,424953.78,47994.47,0.1880,33,2026-09-07T00:00:00+00:00,2029-05-24,PERFORMING,4,2026-04-02T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018216,L018216,C02221,WC_SME,KES,2964020.70,742184.80,0.1610,29,2024-04-09T00:00:00+00:00,2026-08-27,PERFORMING,0,2026-04-08T00:00:00+00:00,2718754.56,NBO-003,{}
EV-LOAN-L018217,L018217,C04485,AUTO_RET,KES,2004886.92,631133.32,0.1556,57,2026-04-05T00:00:00+00:00,2030-12-10,PERFORMING,18,2026-04-02T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018218,L018218,C08741,INV_SME,KES,3536148.13,1724229.43,0.1401,35,2023-09-04T00:00:00+00:00,2026-07-20,PERFORMING,13,2026-04-18T00:00:00+00:00,3476277.91,NBO-002,{}
EV-LOAN-L018219,L018219,C01707,PL_RET,KES,226523.71,136382.76,0.1863,25,2025-01-04T00:00:00+00:00,2027-01-24,PERFORMING,12,2026-04-10T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018220,L018220,C06090,AUTO_RET,KES,2394867.13,429437.78,0.1706,55,2023-05-02T00:00:00+00:00,2027-11-07,PERFORMING,0,2026-04-03T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018221,L018221,C07875,WC_SME,KES,1402549.35,103728.31,0.1908,23,2025-11-21T00:00:00+00:00,2027-10-12,PERFORMING,0,2026-04-05T00:00:00+00:00,1631623.80,MSA-010,{}
EV-LOAN-L018222,L018222,C01073,PL_RET,KES,335488.85,71189.50,0.2065,30,2026-10-15T00:00:00+00:00,2029-04-02,PERFORMING,0,2026-04-19T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018223,L018223,C00959,WC_SME,KES,3172797.79,532598.06,0.1655,27,2026-03-17T00:00:00+00:00,2028-06-04,PERFORMING,0,2026-04-15T00:00:00+00:00,2801276.52,NBO-001,{}
EV-LOAN-L018224,L018224,C07746,WC_SME,KES,4723647.13,1039356.84,0.1667,17,2023-12-11T00:00:00+00:00,2025-05-04,PERFORMING,0,2026-04-13T00:00:00+00:00,6402225.49,NBO-001,{}
EV-LOAN-L018225,L018225,C03694,AUTO_RET,KES,1461022.84,231575.11,0.1489,29,2025-10-03T00:00:00+00:00,2028-02-20,PERFORMING,21,2026-04-14T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018226,L018226,C07531,WC_SME,KES,3178279.87,582998.19,0.1980,18,2025-07-10T00:00:00+00:00,2027-01-01,PERFORMING,0,2026-04-11T00:00:00+00:00,3450340.03,NBO-002,{}
EV-LOAN-L018227,L018227,C03137,PL_RET,KES,458714.59,251889.25,0.2390,19,2025-10-09T00:00:00+00:00,2027-05-02,PERFORMING,25,2026-04-16T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018228,L018228,C09798,PL_RET,KES,53362.78,27762.80,0.1913,30,2023-03-21T00:00:00+00:00,2025-09-06,PERFORMING,5,2026-04-20T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018229,L018229,C02644,PL_RET,KES,335278.69,119817.88,0.2100,18,2025-08-12T00:00:00+00:00,2027-02-03,PERFORMING,24,2026-04-24T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018230,L018230,C08903,CORP_TL,KES,14068735.78,1658831.08,0.1366,60,2026-09-03T00:00:00+00:00,2031-08-08,PERFORMING,0,2026-04-13T00:00:00+00:00,18689710.18,NBO-003,{}
EV-LOAN-L018231,L018231,C06186,PL_RET,KES,416336.02,181347.46,0.2308,12,2023-12-19T00:00:00+00:00,2024-12-13,WATCH,43,2026-04-22T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018232,L018232,C09006,PL_RET,KES,228684.59,120288.58,0.1935,14,2025-06-26T00:00:00+00:00,2026-08-20,PERFORMING,0,2026-04-08T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018233,L018233,C01834,PL_RET,KES,266075.73,149046.48,0.1881,19,2026-01-11T00:00:00+00:00,2027-08-04,PERFORMING,8,2026-04-01T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018234,L018234,C08316,PL_RET,KES,451258.93,309564.22,0.2142,27,2026-01-02T00:00:00+00:00,2028-03-22,PERFORMING,0,2026-04-26T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018235,L018235,C00550,AUTO_RET,KES,672640.71,190629.94,0.1376,53,2025-09-01T00:00:00+00:00,2030-01-08,PERFORMING,2,2026-04-11T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018236,L018236,C05050,INV_SME,KES,5420926.67,3394609.37,0.1451,26,2024-09-07T00:00:00+00:00,2026-10-27,DOUBTFUL,210,2024-11-20T00:00:00+00:00,4631770.92,MSA-010,{}
EV-LOAN-L018237,L018237,C08619,PL_RET,KES,419513.70,273644.89,0.1915,32,2026-08-05T00:00:00+00:00,2029-03-22,WATCH,35,2026-04-19T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018238,L018238,C00265,INV_SME,KES,4078795.84,1768045.77,0.1884,43,2026-10-07T00:00:00+00:00,2030-04-19,PERFORMING,0,2026-04-13T00:00:00+00:00,3473257.15,ELD-030,{}
EV-LOAN-L018239,L018239,C02245,PL_RET,KES,279091.13,184638.87,0.1961,16,2024-01-22T00:00:00+00:00,2025-05-16,WATCH,31,2026-04-26T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018240,L018240,C02269,PL_RET,KES,263591.57,193118.53,0.1910,26,2023-08-27T00:00:00+00:00,2025-10-15,DOUBTFUL,340,2023-11-03T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018241,L018241,C01010,WC_SME,KES,3527963.27,3297565.57,0.1821,28,2023-10-08T00:00:00+00:00,2026-01-25,SUBSTANDARD,163,2023-11-20T00:00:00+00:00,4125862.92,MSA-010,{}
EV-LOAN-L018242,L018242,C01658,CORP_TL,KES,6863468.81,1729745.45,0.1127,65,2024-09-28T00:00:00+00:00,2030-01-30,PERFORMING,0,2026-04-13T00:00:00+00:00,9236068.62,ELD-030,{}
EV-LOAN-L018243,L018243,C00185,AUTO_RET,KES,2447173.29,972057.45,0.1340,36,2024-04-23T00:00:00+00:00,2027-04-08,PERFORMING,0,2026-04-21T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018244,L018244,C04200,PL_RET,KES,431349.76,298834.89,0.1941,19,2023-10-07T00:00:00+00:00,2025-04-29,PERFORMING,0,2026-04-07T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018245,L018245,C02957,INV_SME,KES,4048704.05,2422908.41,0.1670,24,2023-08-28T00:00:00+00:00,2025-08-17,PERFORMING,0,2026-04-21T00:00:00+00:00,2792898.51,NBO-003,{}
EV-LOAN-L018246,L018246,C09973,PL_RET,KES,487330.82,198081.54,0.1803,23,2025-08-01T00:00:00+00:00,2027-06-22,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018247,L018247,C08004,AUTO_RET,KES,902890.26,327703.12,0.1554,48,2025-08-10T00:00:00+00:00,2029-07-20,PERFORMING,2,2026-04-04T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018248,L018248,C04598,WC_SME,KES,698670.23,198401.73,0.1678,17,2025-03-11T00:00:00+00:00,2026-08-03,PERFORMING,0,2026-04-14T00:00:00+00:00,636829.96,NBO-001,{}
EV-LOAN-L018249,L018249,C06536,AUTO_RET,KES,2097634.12,1157572.31,0.1471,31,2025-04-12T00:00:00+00:00,2027-10-29,PERFORMING,0,2026-04-21T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018250,L018250,C08023,PL_RET,KES,443918.47,250723.07,0.2221,34,2024-12-27T00:00:00+00:00,2027-10-13,PERFORMING,0,2026-04-22T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018251,L018251,C07134,PL_RET,KES,462383.94,67250.61,0.1805,36,2024-03-02T00:00:00+00:00,2027-02-15,PERFORMING,0,2026-04-09T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018252,L018252,C09752,PL_RET,KES,435621.12,273256.65,0.1825,17,2024-08-22T00:00:00+00:00,2026-01-14,PERFORMING,0,2026-04-03T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018253,L018253,C07679,INV_SME,KES,5460461.41,2053194.97,0.1536,27,2023-05-27T00:00:00+00:00,2025-08-14,PERFORMING,25,2026-04-14T00:00:00+00:00,5680262.52,NKR-040,{}
EV-LOAN-L018254,L018254,C01284,AUTO_RET,KES,2202299.80,1763655.37,0.1788,60,2024-04-14T00:00:00+00:00,2029-03-19,WATCH,55,2026-04-21T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018255,L018255,C01041,INV_SME,KES,3230445.03,274183.92,0.1480,33,2026-01-06T00:00:00+00:00,2028-09-22,PERFORMING,0,2026-04-08T00:00:00+00:00,2810378.52,MSA-010,{}
EV-LOAN-L018256,L018256,C05464,AUTO_RET,KES,1492871.47,919907.45,0.1488,59,2023-12-02T00:00:00+00:00,2028-10-06,PERFORMING,0,2026-04-09T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018257,L018257,C00544,PL_RET,KES,179513.67,109673.97,0.2394,24,2025-08-07T00:00:00+00:00,2027-07-28,PERFORMING,0,2026-04-13T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018258,L018258,C02985,AUTO_RET,KES,434889.22,238687.61,0.1353,32,2023-09-25T00:00:00+00:00,2026-05-12,PERFORMING,0,2026-04-26T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018259,L018259,C01118,AUTO_RET,KES,1584716.18,853658.03,0.1588,59,2026-07-16T00:00:00+00:00,2031-05-21,WATCH,57,2026-04-23T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018260,L018260,C02494,WC_SME,KES,4873085.25,3760339.55,0.1976,16,2023-04-13T00:00:00+00:00,2024-08-05,DOUBTFUL,185,2023-06-29T00:00:00+00:00,6073813.70,KSM-020,{}
EV-LOAN-L018261,L018261,C07191,WC_SME,KES,1175559.38,263881.10,0.1924,27,2024-10-13T00:00:00+00:00,2027-01-01,PERFORMING,0,2026-04-04T00:00:00+00:00,1373773.58,KSM-020,{}
EV-LOAN-L018262,L018262,C01675,AUTO_RET,KES,1362194.38,637433.80,0.1428,57,2024-09-27T00:00:00+00:00,2029-06-03,WATCH,34,2026-04-15T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018263,L018263,C04168,AUTO_RET,KES,650196.03,175134.93,0.1480,44,2023-05-28T00:00:00+00:00,2027-01-07,PERFORMING,0,2026-04-21T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018264,L018264,C01399,CORP_TL,KES,23230129.42,2157371.60,0.1107,34,2024-08-26T00:00:00+00:00,2027-06-12,PERFORMING,0,2026-04-24T00:00:00+00:00,30013273.65,NBO-001,{}
EV-LOAN-L018265,L018265,C00466,PL_RET,KES,298556.29,191109.90,0.1810,36,2023-08-12T00:00:00+00:00,2026-07-27,WATCH,31,2026-04-15T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018266,L018266,C06761,PL_RET,KES,313104.43,101352.34,0.1917,26,2024-08-16T00:00:00+00:00,2026-10-05,PERFORMING,5,2026-04-08T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018267,L018267,C09878,INV_SME,KES,2377702.87,1197212.86,0.1764,38,2026-02-10T00:00:00+00:00,2029-03-26,PERFORMING,0,2026-04-10T00:00:00+00:00,3118648.90,NBO-003,{}
EV-LOAN-L018268,L018268,C00536,AUTO_RET,KES,1763989.50,1052527.16,0.1736,49,2023-01-11T00:00:00+00:00,2027-01-20,PERFORMING,0,2026-04-02T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018269,L018269,C01790,CORP_TL,KES,21859444.58,4888351.98,0.1570,36,2025-02-10T00:00:00+00:00,2028-01-26,PERFORMING,0,2026-04-21T00:00:00+00:00,20956013.70,MSA-010,{}
EV-LOAN-L018270,L018270,C04114,AUTO_RET,KES,708717.00,373188.61,0.1700,57,2023-10-12T00:00:00+00:00,2028-06-17,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018271,L018271,C00776,AUTO_RET,KES,595898.11,361196.39,0.1361,40,2025-06-26T00:00:00+00:00,2028-10-08,WATCH,40,2026-04-03T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018272,L018272,C07823,CORP_TL,KES,9811755.08,2219157.10,0.1180,67,2026-05-12T00:00:00+00:00,2031-11-12,PERFORMING,0,2026-04-23T00:00:00+00:00,12414382.50,NBO-003,{}
EV-LOAN-L018273,L018273,C03999,PL_RET,KES,352390.93,152450.38,0.2220,15,2026-09-06T00:00:00+00:00,2027-11-30,PERFORMING,0,2026-04-19T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018274,L018274,C08762,AUTO_RET,KES,1250722.34,605582.24,0.1674,37,2024-11-17T00:00:00+00:00,2027-12-02,PERFORMING,0,2026-04-16T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018275,L018275,C04484,WC_SME,KES,4398290.37,2119835.94,0.1513,30,2025-05-21T00:00:00+00:00,2027-11-07,PERFORMING,0,2026-04-08T00:00:00+00:00,3150599.03,MSA-010,{}
EV-LOAN-L018276,L018276,C04241,PL_RET,KES,408057.43,75940.61,0.2265,25,2025-03-28T00:00:00+00:00,2027-04-17,PERFORMING,0,2026-04-24T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018277,L018277,C09748,PL_RET,KES,147697.76,54165.68,0.2390,20,2023-07-03T00:00:00+00:00,2025-02-22,PERFORMING,0,2026-04-01T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018278,L018278,C08809,PL_RET,KES,469681.23,79768.54,0.2158,26,2024-08-17T00:00:00+00:00,2026-10-06,PERFORMING,0,2026-04-25T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018279,L018279,C05630,INV_SME,KES,2540523.45,238231.64,0.1474,47,2023-11-18T00:00:00+00:00,2027-09-28,PERFORMING,0,2026-04-21T00:00:00+00:00,1583389.94,NBO-003,{}
EV-LOAN-L018280,L018280,C02522,INV_SME,KES,3524791.21,1456473.39,0.1413,60,2024-09-13T00:00:00+00:00,2029-08-18,PERFORMING,0,2026-04-19T00:00:00+00:00,2520870.71,ELD-030,{}
EV-LOAN-L018281,L018281,C04682,CORP_TL,KES,5906432.36,1449258.83,0.1384,38,2026-11-18T00:00:00+00:00,2030-01-01,PERFORMING,25,2026-04-11T00:00:00+00:00,4919423.93,NBO-001,{}
EV-LOAN-L018282,L018282,C01088,AUTO_RET,KES,1451380.58,89791.61,0.1363,27,2024-08-15T00:00:00+00:00,2026-11-03,PERFORMING,0,2026-04-05T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018283,L018283,C05776,AUTO_RET,KES,348526.75,74702.85,0.1403,28,2025-08-19T00:00:00+00:00,2027-12-07,PERFORMING,0,2026-04-03T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018284,L018284,C04694,PL_RET,KES,377932.50,343498.77,0.2062,26,2023-12-12T00:00:00+00:00,2026-01-30,LOSS,641,2024-02-28T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018285,L018285,C02436,PL_RET,KES,71648.93,26782.75,0.2361,20,2024-12-28T00:00:00+00:00,2026-08-20,PERFORMING,0,2026-04-05T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018286,L018286,C01995,AUTO_RET,KES,505970.95,171340.58,0.1498,33,2025-02-27T00:00:00+00:00,2027-11-14,PERFORMING,0,2026-04-05T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018287,L018287,C07133,AUTO_RET,KES,1936358.96,413519.85,0.1446,34,2024-12-16T00:00:00+00:00,2027-10-02,PERFORMING,11,2026-04-16T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018288,L018288,C09722,AUTO_RET,KES,499199.32,29916.36,0.1329,37,2023-05-06T00:00:00+00:00,2026-05-20,PERFORMING,0,2026-04-17T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018289,L018289,C03093,INV_SME,KES,6358932.42,3243510.16,0.1682,51,2025-04-13T00:00:00+00:00,2029-06-21,PERFORMING,0,2026-04-22T00:00:00+00:00,7790263.83,NBO-003,{}
EV-LOAN-L018290,L018290,C03213,INV_SME,KES,7257716.50,2776248.20,0.1800,55,2023-08-17T00:00:00+00:00,2028-02-22,PERFORMING,0,2026-04-13T00:00:00+00:00,4683345.88,NBO-003,{}
EV-LOAN-L018291,L018291,C07125,AUTO_RET,KES,2052674.39,348999.59,0.1609,44,2025-02-08T00:00:00+00:00,2028-09-20,PERFORMING,0,2026-04-07T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018292,L018292,C08405,AUTO_RET,KES,1199777.35,269455.81,0.1482,51,2023-01-18T00:00:00+00:00,2027-03-28,PERFORMING,0,2026-04-11T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018293,L018293,C09771,PL_RET,KES,233504.09,141604.62,0.1815,18,2023-12-23T00:00:00+00:00,2025-06-15,PERFORMING,0,2026-04-25T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018294,L018294,C02307,PL_RET,KES,338187.15,142171.53,0.2329,21,2025-11-03T00:00:00+00:00,2027-07-26,PERFORMING,0,2026-04-23T00:00:00+00:00,,NBO-001,{}
EV-LOAN-L018295,L018295,C04343,AUTO_RET,KES,1522477.56,884932.51,0.1310,48,2023-07-26T00:00:00+00:00,2027-07-05,PERFORMING,0,2026-04-09T00:00:00+00:00,,KSM-020,{}
EV-LOAN-L018296,L018296,C04945,PL_RET,KES,444623.68,85516.87,0.2225,14,2026-02-03T00:00:00+00:00,2027-03-30,PERFORMING,0,2026-04-15T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018297,L018297,C08609,PL_RET,KES,460969.12,158144.10,0.1802,24,2026-11-14T00:00:00+00:00,2028-11-03,PERFORMING,0,2026-04-12T00:00:00+00:00,,ELD-030,{}
EV-LOAN-L018298,L018298,C03194,AUTO_RET,KES,1709739.76,734178.14,0.1358,44,2025-01-24T00:00:00+00:00,2028-09-05,PERFORMING,0,2026-04-26T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018299,L018299,C00642,AUTO_RET,KES,1011259.10,531174.76,0.1387,52,2026-08-12T00:00:00+00:00,2030-11-19,PERFORMING,0,2026-04-13T00:00:00+00:00,,MSA-010,{}
EV-LOAN-L018300,L018300,C03758,AUTO_RET,KES,754648.62,266672.16,0.1697,34,2026-01-23T00:00:00+00:00,2028-11-08,PERFORMING,0,2026-04-08T00:00:00+00:00,,NBO-003,{}
EV-LOAN-L018301,L018301,C04756,AUTO_RET,KES,2201022.31,199813.38,0.1662,34,2023-08-17T00:00:00+00:00,2026-06-02,PERFORMING,0,2026-04-25T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018302,L018302,C01448,AUTO_RET,KES,1379352.46,1299514.96,0.1578,60,2025-05-14T00:00:00+00:00,2030-04-18,SUBSTANDARD,143,2025-07-20T00:00:00+00:00,,NKR-040,{}
EV-LOAN-L018303,L018303,C04558,AUTO_RET,KES,1294235.39,541341.16,0.1683,54,2023-12-01T00:00:00+00:00,2028-05-08,PERFORMING,0,2026-04-13T00:00:00+00:00,,NBO-002,{}
EV-LOAN-L018304,L018304,C01973,WC_SME,KES,2194530.80,116398.25,0.1590,20,2025-08-17T00:00:00+00:00,2027-04-09,PERFORMING,0,2026-04-23T00:00:00+00:00,2695587.07,NKR-040,{}
EV-LOAN-L018305,L018305,C05357,WC_SME,KES,613729.38,152559.40,0.1829,20,2026-05-22T00:00:00+00:00,2028-01-12,PERFORMING,0,2026-04-11T00:00:00+00:00,742554.06,NBO-001,{}
EV-LOAN-L018306,L018306,C03784,PL_RET,KES,435841.62,175860.69,0.1887,32,2026-02-18T00:00:00+00:00,2028-10-05,PERFORMING,0,2026-04-19T00:00:00+00:00,,MSA-010,{}
