source_event_id,customer_id,bureau_name,score,score_band,score_as_of,delinquencies_12m,open_facilities,total_exposure,enquiries_3m,payload
EV-BUR-C08409,C08409,TransUnion,587,C,2026-04-25,1,1,2195719.65,4,{}
EV-BUR-C08410,C08410,Metropol,606,B,2026-04-22,2,3,2412483.85,0,{}
EV-BUR-C08411,C08411,CreditInfo,578,C,2026-04-23,1,2,1341179.58,2,{}
EV-BUR-C08412,C08412,TransUnion,773,A,2026-04-20,0,1,2664374.12,0,{}
EV-BUR-C08413,C08413,TransUnion,662,B,2026-04-26,1,3,225113.56,2,{}
EV-BUR-C08414,C08414,Metropol,596,C,2026-04-22,2,7,3813366.44,4,{}
EV-BUR-C08415,C08415,Metropol,821,A,2026-04-25,1,7,2455782.38,3,{}
EV-BUR-C08416,C08416,CreditInfo,685,B,2026-04-24,2,5,2150153.54,2,{}
EV-BUR-C08417,C08417,CreditInfo,835,A,2026-04-22,0,3,2174146.21,3,{}
EV-BUR-C08418,C08418,Metropol,742,A,2026-04-25,1,2,787864.13,2,{}
EV-BUR-C08419,C08419,Metropol,559,C,2026-04-22,1,4,3490956.09,4,{}
EV-BUR-C08420,C08420,Metropol,821,A,2026-04-25,2,2,832450.69,3,{}
EV-BUR-C08421,C08421,TransUnion,763,A,2026-04-21,1,6,3043152.55,0,{}
EV-BUR-C08422,C08422,Metropol,559,C,2026-04-22,0,7,2352243.22,3,{}
EV-BUR-C08423,C08423,TransUnion,776,A,2026-04-21,2,2,462070.51,3,{}
EV-BUR-C08424,C08424,CreditInfo,708,B,2026-04-24,0,6,2820899.40,0,{}
EV-BUR-C08425,C08425,Metropol,633,B,2026-04-22,2,6,1029178.60,0,{}
EV-BUR-C08426,C08426,CreditInfo,669,B,2026-04-21,1,6,3613614.05,1,{}
EV-BUR-C08427,C08427,Metropol,747,A,2026-04-23,2,2,2207046.51,1,{}
EV-BUR-C08428,C08428,Metropol,839,A,2026-04-21,0,3,2871872.43,1,{}
EV-BUR-C08429,C08429,CreditInfo,841,A,2026-04-20,2,6,3649974.15,2,{}
EV-BUR-C08430,C08430,CreditInfo,585,C,2026-04-26,2,4,213820.42,1,{}
EV-BUR-C08431,C08431,Metropol,772,A,2026-04-22,1,2,1535792.08,1,{}
EV-BUR-C08432,C08432,TransUnion,772,A,2026-04-21,0,5,478953.04,4,{}
EV-BUR-C08433,C08433,Metropol,358,E,2026-04-21,9,3,2247145.52,2,{}
EV-BUR-C08434,C08434,CreditInfo,316,E,2026-04-25,9,5,1575754.46,1,{}
EV-BUR-C08435,C08435,TransUnion,648,B,2026-04-25,2,6,2719840.61,3,{}
EV-BUR-C08436,C08436,CreditInfo,758,A,2026-04-22,2,4,459240.39,1,{}
EV-BUR-C08437,C08437,CreditInfo,637,B,2026-04-26,1,4,1457452.46,0,{}
EV-BUR-C08438,C08438,CreditInfo,437,D,2026-04-22,6,2,1138857.88,4,{}
EV-BUR-C08439,C08439,TransUnion,771,A,2026-04-21,2,2,1814305.08,1,{}
EV-BUR-C08440,C08440,TransUnion,795,A,2026-04-20,2,3,353991.25,3,{}
EV-BUR-C08441,C08441,Metropol,781,A,2026-04-21,0,5,1775047.26,0,{}
EV-BUR-C08442,C08442,TransUnion,780,A,2026-04-24,1,6,1376686.43,3,{}
EV-BUR-C08443,C08443,CreditInfo,554,C,2026-04-24,1,5,2505293.58,1,{}
EV-BUR-C08444,C08444,TransUnion,786,A,2026-04-22,0,2,2997367.30,1,{}
EV-BUR-C08445,C08445,Metropol,667,B,2026-04-23,2,7,963016.71,3,{}
EV-BUR-C08446,C08446,Metropol,717,B,2026-04-21,1,7,3357490.57,1,{}
EV-BUR-C08447,C08447,Metropol,733,A,2026-04-20,1,6,3293866.57,1,{}
EV-BUR-C08448,C08448,TransUnion,633,B,2026-04-25,2,5,1479879.07,3,{}
EV-BUR-C08449,C08449,Metropol,826,A,2026-04-20,0,2,1082538.85,4,{}
EV-BUR-C08450,C08450,TransUnion,711,B,2026-04-21,1,4,3077134.54,0,{}
EV-BUR-C08451,C08451,TransUnion,641,B,2026-04-24,0,7,3106215.84,4,{}
EV-BUR-C08452,C08452,TransUnion,650,B,2026-04-26,0,2,3971658.93,1,{}
EV-BUR-C08453,C08453,CreditInfo,786,A,2026-04-24,1,2,2014551.70,4,{}
EV-BUR-C08454,C08454,CreditInfo,621,B,2026-04-25,0,4,1067464.02,4,{}
EV-BUR-C08455,C08455,CreditInfo,779,A,2026-04-22,0,6,3892288.48,3,{}
EV-BUR-C08456,C08456,CreditInfo,730,A,2026-04-24,2,7,3624805.23,3,{}
EV-BUR-C08457,C08457,TransUnion,669,B,2026-04-22,1,7,3278215.09,3,{}
EV-BUR-C08458,C08458,TransUnion,787,A,2026-04-24,2,2,2686760.86,2,{}
EV-BUR-C08459,C08459,CreditInfo,756,A,2026-04-21,0,4,3841479.53,3,{}
EV-BUR-C08460,C08460,Metropol,546,C,2026-04-22,2,3,3939862.34,4,{}
EV-BUR-C08461,C08461,Metropol,554,C,2026-04-22,2,6,225002.91,4,{}
EV-BUR-C08462,C08462,TransUnion,790,A,2026-04-26,1,5,2962242.91,4,{}
EV-BUR-C08463,C08463,Metropol,604,B,2026-04-21,0,5,3594272.99,3,{}
EV-BUR-C08464,C08464,TransUnion,711,B,2026-04-21,2,1,702549.87,2,{}
EV-BUR-C08465,C08465,TransUnion,757,A,2026-04-21,1,3,3432979.84,4,{}
EV-BUR-C08466,C08466,CreditInfo,611,B,2026-04-25,0,5,2987061.25,4,{}
EV-BUR-C08467,C08467,TransUnion,665,B,2026-04-24,2,7,1243927.93,3,{}
EV-BUR-C08468,C08468,CreditInfo,730,A,2026-04-26,0,7,3934499.62,3,{}
EV-BUR-C08469,C08469,TransUnion,635,B,2026-04-21,0,1,210808.47,1,{}
EV-BUR-C08470,C08470,TransUnion,590,C,2026-04-25,1,5,3866621.63,3,{}
EV-BUR-C08471,C08471,TransUnion,694,B,2026-04-23,0,1,1837116.21,4,{}
EV-BUR-C08472,C08472,Metropol,700,B,2026-04-20,1,7,579557.13,4,{}
EV-BUR-C08473,C08473,TransUnion,831,A,2026-04-21,1,2,3456294.01,4,{}
EV-BUR-C08474,C08474,TransUnion,638,B,2026-04-24,1,4,201835.43,0,{}
EV-BUR-C08475,C08475,TransUnion,598,C,2026-04-20,1,1,1602030.04,0,{}
EV-BUR-C08476,C08476,CreditInfo,557,C,2026-04-20,2,7,3852023.26,3,{}
EV-BUR-C08477,C08477,Metropol,683,B,2026-04-22,1,2,3645555.72,3,{}
EV-BUR-C08478,C08478,CreditInfo,614,B,2026-04-20,1,5,988252.78,2,{}
EV-BUR-C08479,C08479,Metropol,543,C,2026-04-25,2,7,221688.47,3,{}
EV-BUR-C08480,C08480,TransUnion,602,B,2026-04-23,2,5,337889.37,2,{}
EV-BUR-C08481,C08481,Metropol,629,B,2026-04-25,0,1,3474187.02,1,{}
EV-BUR-C08482,C08482,TransUnion,674,B,2026-04-24,1,6,2249692.38,4,{}
EV-BUR-C08483,C08483,CreditInfo,440,D,2026-04-23,6,1,3054574.35,3,{}
EV-BUR-C08484,C08484,TransUnion,711,B,2026-04-22,0,4,134111.46,4,{}
EV-BUR-C08485,C08485,CreditInfo,643,B,2026-04-21,2,1,683641.42,2,{}
EV-BUR-C08486,C08486,TransUnion,750,A,2026-04-24,0,5,574752.91,4,{}
EV-BUR-C08487,C08487,Metropol,503,C,2026-04-21,6,4,1079897.96,3,{}
EV-BUR-C08488,C08488,TransUnion,714,B,2026-04-25,0,7,736233.29,1,{}
EV-BUR-C08489,C08489,TransUnion,840,A,2026-04-26,1,4,1324569.84,0,{}
EV-BUR-C08490,C08490,CreditInfo,657,B,2026-04-21,0,3,3467216.00,1,{}
EV-BUR-C08491,C08491,CreditInfo,749,A,2026-04-23,0,5,2101623.52,4,{}
EV-BUR-C08492,C08492,Metropol,547,C,2026-04-22,1,4,2008089.13,4,{}
EV-BUR-C08493,C08493,CreditInfo,628,B,2026-04-25,0,6,1754184.62,1,{}
EV-BUR-C08494,C08494,Metropol,509,C,2026-04-20,6,6,1129264.91,1,{}
EV-BUR-C08495,C08495,Metropol,799,A,2026-04-25,2,1,114894.76,2,{}
EV-BUR-C08496,C08496,TransUnion,745,A,2026-04-21,0,1,1406506.09,1,{}
EV-BUR-C08497,C08497,Metropol,666,B,2026-04-26,0,6,2145722.28,2,{}
EV-BUR-C08498,C08498,Metropol,625,B,2026-04-26,2,7,2449812.34,0,{}
EV-BUR-C08499,C08499,Metropol,626,B,2026-04-26,0,3,3055967.17,1,{}
EV-BUR-C08500,C08500,TransUnion,666,B,2026-04-25,0,6,3061559.05,4,{}
EV-BUR-C08501,C08501,CreditInfo,787,A,2026-04-25,2,3,3345502.99,3,{}
EV-BUR-C08502,C08502,Metropol,764,A,2026-04-24,2,6,2117323.10,4,{}
EV-BUR-C08503,C08503,CreditInfo,548,C,2026-04-22,2,4,3444114.92,1,{}
EV-BUR-C08504,C08504,TransUnion,580,C,2026-04-21,1,2,3675536.03,4,{}
EV-BUR-C08505,C08505,Metropol,744,A,2026-04-23,0,7,1711909.43,4,{}
EV-BUR-C08506,C08506,TransUnion,669,B,2026-04-21,1,1,1038194.17,4,{}
EV-BUR-C08507,C08507,TransUnion,672,B,2026-04-22,2,4,3122146.13,1,{}
EV-BUR-C08508,C08508,Metropol,650,B,2026-04-23,0,4,1232683.64,1,{}
EV-BUR-C08509,C08509,CreditInfo,478,D,2026-04-22,4,2,2315094.36,2,{}
EV-BUR-C08510,C08510,Metropol,771,A,2026-04-21,0,3,3097547.79,3,{}
EV-BUR-C08511,C08511,CreditInfo,721,A,2026-04-24,0,4,2626927.28,1,{}
EV-BUR-C08512,C08512,TransUnion,663,B,2026-04-21,0,6,1769182.99,3,{}
EV-BUR-C08513,C08513,CreditInfo,617,B,2026-04-22,2,1,3509476.20,4,{}
EV-BUR-C08514,C08514,CreditInfo,838,A,2026-04-25,0,6,1246013.63,4,{}
EV-BUR-C08515,C08515,Metropol,560,C,2026-04-20,0,3,3072074.23,1,{}
EV-BUR-C08516,C08516,Metropol,714,B,2026-04-24,1,3,2897537.98,4,{}
EV-BUR-C08517,C08517,CreditInfo,567,C,2026-04-21,0,4,1481277.83,1,{}
EV-BUR-C08518,C08518,Metropol,354,E,2026-04-25,6,7,760538.37,1,{}
EV-BUR-C08519,C08519,TransUnion,766,A,2026-04-26,0,4,2486706.15,2,{}
EV-BUR-C08520,C08520,CreditInfo,834,A,2026-04-21,0,4,389508.16,0,{}
EV-BUR-C08521,C08521,TransUnion,660,B,2026-04-23,2,1,848901.73,4,{}
EV-BUR-C08522,C08522,Metropol,301,E,2026-04-25,6,6,2627243.53,0,{}
EV-BUR-C08523,C08523,CreditInfo,636,B,2026-04-20,1,1,1365822.02,2,{}
EV-BUR-C08524,C08524,Metropol,843,A,2026-04-26,1,7,1265066.41,2,{}
EV-BUR-C08525,C08525,CreditInfo,614,B,2026-04-20,1,6,1450563.39,1,{}
EV-BUR-C08526,C08526,Metropol,656,B,2026-04-21,1,3,2562914.99,0,{}
EV-BUR-C08527,C08527,TransUnion,825,A,2026-04-22,1,5,823311.62,0,{}
EV-BUR-C08528,C08528,CreditInfo,670,B,2026-04-24,2,1,163206.42,1,{}
EV-BUR-C08529,C08529,TransUnion,579,C,2026-04-23,0,3,3585557.05,1,{}
EV-BUR-C08530,C08530,CreditInfo,633,B,2026-04-24,1,3,3309320.24,3,{}
EV-BUR-C08531,C08531,CreditInfo,831,A,2026-04-22,2,7,3874520.48,0,{}
EV-BUR-C08532,C08532,TransUnion,590,C,2026-04-25,1,3,1663069.86,0,{}
EV-BUR-C08533,C08533,CreditInfo,564,C,2026-04-21,1,7,277131.53,4,{}
EV-BUR-C08534,C08534,TransUnion,586,C,2026-04-21,0,1,3046853.07,3,{}
EV-BUR-C08535,C08535,TransUnion,757,A,2026-04-21,0,1,937493.13,4,{}
EV-BUR-C08536,C08536,CreditInfo,573,C,2026-04-24,1,2,2691885.53,4,{}
EV-BUR-C08537,C08537,TransUnion,663,B,2026-04-23,1,3,1626431.30,4,{}
EV-BUR-C08538,C08538,CreditInfo,595,C,2026-04-20,2,4,2936001.20,0,{}
EV-BUR-C08539,C08539,TransUnion,683,B,2026-04-25,2,5,650276.23,2,{}
EV-BUR-C08540,C08540,CreditInfo,718,B,2026-04-25,0,4,3089422.92,3,{}
EV-BUR-C08541,C08541,Metropol,579,C,2026-04-26,0,6,3062426.81,0,{}
EV-BUR-C08542,C08542,CreditInfo,594,C,2026-04-24,2,2,493512.72,4,{}
EV-BUR-C08543,C08543,TransUnion,548,C,2026-04-20,2,1,1824913.12,1,{}
EV-BUR-C08544,C08544,CreditInfo,832,A,2026-04-25,1,4,1217847.00,4,{}
EV-BUR-C08545,C08545,CreditInfo,785,A,2026-04-26,1,1,1047662.49,4,{}
EV-BUR-C08546,C08546,CreditInfo,645,B,2026-04-21,1,5,2003983.43,0,{}
EV-BUR-C08547,C08547,CreditInfo,826,A,2026-04-25,2,6,2889537.07,0,{}
EV-BUR-C08548,C08548,CreditInfo,768,A,2026-04-24,1,2,1947050.08,2,{}
EV-BUR-C08549,C08549,CreditInfo,798,A,2026-04-20,1,7,146118.39,2,{}
EV-BUR-C08550,C08550,TransUnion,787,A,2026-04-21,1,4,3975442.06,4,{}
EV-BUR-C08551,C08551,Metropol,760,A,2026-04-25,2,7,3396477.84,1,{}
EV-BUR-C08552,C08552,Metropol,711,B,2026-04-23,1,4,222244.02,2,{}
EV-BUR-C08553,C08553,TransUnion,670,B,2026-04-20,1,3,289426.23,0,{}
EV-BUR-C08554,C08554,CreditInfo,476,D,2026-04-20,3,6,2049569.35,0,{}
EV-BUR-C08555,C08555,Metropol,544,C,2026-04-24,1,2,3465594.34,1,{}
EV-BUR-C08556,C08556,CreditInfo,734,A,2026-04-24,2,1,3528881.85,0,{}
EV-BUR-C08557,C08557,CreditInfo,737,A,2026-04-24,0,4,1363230.85,1,{}
EV-BUR-C08558,C08558,TransUnion,715,B,2026-04-21,2,7,1292205.53,1,{}
EV-BUR-C08559,C08559,CreditInfo,776,A,2026-04-25,1,7,1688332.23,3,{}
EV-BUR-C08560,C08560,Metropol,820,A,2026-04-26,1,1,2484715.93,1,{}
EV-BUR-C08561,C08561,CreditInfo,543,C,2026-04-25,2,6,3121747.47,4,{}
EV-BUR-C08562,C08562,TransUnion,570,C,2026-04-21,2,1,2883206.76,0,{}
EV-BUR-C08563,C08563,CreditInfo,576,C,2026-04-23,2,2,2181958.79,1,{}
EV-BUR-C08564,C08564,TransUnion,699,B,2026-04-21,2,1,2929561.39,3,{}
EV-BUR-C08565,C08565,CreditInfo,605,B,2026-04-25,0,5,916702.24,2,{}
EV-BUR-C08566,C08566,TransUnion,566,C,2026-04-20,1,7,2532956.91,1,{}
EV-BUR-C08567,C08567,Metropol,669,B,2026-04-25,2,3,490889.23,3,{}
EV-BUR-C08568,C08568,TransUnion,724,A,2026-04-20,2,4,3994631.24,4,{}
EV-BUR-C08569,C08569,Metropol,299,E,2026-04-26,5,5,1132621.29,1,{}
EV-BUR-C08570,C08570,CreditInfo,773,A,2026-04-22,2,7,1262265.50,3,{}
EV-BUR-C08571,C08571,TransUnion,565,C,2026-04-25,1,4,2504684.22,1,{}
EV-BUR-C08572,C08572,Metropol,769,A,2026-04-20,2,4,1333641.80,2,{}
EV-BUR-C08573,C08573,TransUnion,564,C,2026-04-25,1,5,2084803.13,1,{}
EV-BUR-C08574,C08574,Metropol,748,A,2026-04-25,0,7,1456680.22,4,{}
EV-BUR-C08575,C08575,CreditInfo,834,A,2026-04-26,0,3,3163478.97,3,{}
EV-BUR-C08576,C08576,CreditInfo,795,A,2026-04-20,1,3,338124.37,0,{}
EV-BUR-C08577,C08577,Metropol,647,B,2026-04-25,0,7,3235989.27,0,{}
EV-BUR-C08578,C08578,CreditInfo,782,A,2026-04-25,0,5,3705638.76,2,{}
EV-BUR-C08579,C08579,Metropol,807,A,2026-04-24,0,4,936977.31,4,{}
EV-BUR-C08580,C08580,TransUnion,563,C,2026-04-24,1,7,3120228.04,2,{}
EV-BUR-C08581,C08581,Metropol,760,A,2026-04-25,1,5,1766866.84,0,{}
EV-BUR-C08582,C08582,TransUnion,647,B,2026-04-23,0,4,2164068.00,3,{}
EV-BUR-C08583,C08583,CreditInfo,839,A,2026-04-25,2,7,3475723.67,2,{}
EV-BUR-C08584,C08584,CreditInfo,794,A,2026-04-26,2,1,1251852.23,2,{}
EV-BUR-C08585,C08585,Metropol,804,A,2026-04-20,1,3,3035900.28,4,{}
EV-BUR-C08586,C08586,CreditInfo,741,A,2026-04-22,2,2,1540278.68,1,{}
EV-BUR-C08587,C08587,TransUnion,847,A,2026-04-24,2,6,2320336.02,3,{}
EV-BUR-C08588,C08588,Metropol,804,A,2026-04-26,1,1,2352357.72,0,{}
EV-BUR-C08589,C08589,CreditInfo,752,A,2026-04-22,1,3,2543309.32,4,{}
EV-BUR-C08590,C08590,CreditInfo,602,B,2026-04-26,0,3,2372557.10,2,{}
EV-BUR-C08591,C08591,CreditInfo,558,C,2026-04-22,1,1,3051579.13,2,{}
EV-BUR-C08592,C08592,CreditInfo,700,B,2026-04-22,2,5,1030323.30,2,{}
EV-BUR-C08593,C08593,CreditInfo,567,C,2026-04-20,1,7,167526.69,2,{}
EV-BUR-C08594,C08594,CreditInfo,511,C,2026-04-22,8,6,1138621.25,1,{}
EV-BUR-C08595,C08595,TransUnion,571,C,2026-04-20,2,7,2935576.97,4,{}
EV-BUR-C08596,C08596,Metropol,704,B,2026-04-20,2,5,3790606.15,0,{}
EV-BUR-C08597,C08597,CreditInfo,389,E,2026-04-26,3,6,1859340.29,2,{}
EV-BUR-C08598,C08598,Metropol,812,A,2026-04-26,0,4,2050675.14,3,{}
EV-BUR-C08599,C08599,TransUnion,348,E,2026-04-26,6,6,523308.20,1,{}
EV-BUR-C08600,C08600,TransUnion,747,A,2026-04-21,0,4,1325636.92,1,{}
EV-BUR-C08601,C08601,TransUnion,617,B,2026-04-23,1,2,3200377.63,2,{}
EV-BUR-C08602,C08602,CreditInfo,540,C,2026-04-26,1,4,623465.51,2,{}
EV-BUR-C08603,C08603,TransUnion,569,C,2026-04-26,2,1,1618927.78,0,{}
EV-BUR-C08604,C08604,CreditInfo,586,C,2026-04-21,0,7,1321729.37,0,{}
EV-BUR-C08605,C08605,Metropol,803,A,2026-04-25,2,3,2425130.92,2,{}
EV-BUR-C08606,C08606,Metropol,646,B,2026-04-25,2,6,1172765.73,0,{}
EV-BUR-C08607,C08607,Metropol,828,A,2026-04-25,0,2,1344258.88,3,{}
EV-BUR-C08608,C08608,TransUnion,558,C,2026-04-26,1,2,927122.31,3,{}
EV-BUR-C08609,C08609,Metropol,600,B,2026-04-20,1,6,511299.74,4,{}
EV-BUR-C08610,C08610,Metropol,800,A,2026-04-26,2,3,3452742.34,2,{}
EV-BUR-C08611,C08611,TransUnion,708,B,2026-04-23,1,7,3300418.39,0,{}
EV-BUR-C08612,C08612,TransUnion,632,B,2026-04-24,1,2,1619898.33,3,{}
EV-BUR-C08613,C08613,Metropol,712,B,2026-04-26,1,3,1535173.00,2,{}
EV-BUR-C08614,C08614,CreditInfo,698,B,2026-04-22,1,5,1183182.69,4,{}
EV-BUR-C08615,C08615,TransUnion,721,A,2026-04-25,0,3,1719382.17,2,{}
EV-BUR-C08616,C08616,CreditInfo,730,A,2026-04-26,0,2,3112884.88,1,{}
EV-BUR-C08617,C08617,CreditInfo,589,C,2026-04-26,0,3,731319.56,0,{}
EV-BUR-C08618,C08618,TransUnion,832,A,2026-04-24,2,1,2260246.52,0,{}
EV-BUR-C08619,C08619,TransUnion,759,A,2026-04-22,1,3,774194.29,1,{}
EV-BUR-C08620,C08620,TransUnion,561,C,2026-04-22,1,5,3822311.29,0,{}
EV-BUR-C08621,C08621,CreditInfo,547,C,2026-04-20,1,7,1923602.94,2,{}
EV-BUR-C08622,C08622,CreditInfo,689,B,2026-04-24,2,6,216425.55,1,{}
EV-BUR-C08623,C08623,TransUnion,625,B,2026-04-25,1,2,1850727.18,1,{}
EV-BUR-C08624,C08624,CreditInfo,356,E,2026-04-24,3,7,1160360.36,0,{}
EV-BUR-C08625,C08625,TransUnion,571,C,2026-04-25,1,1,2185722.17,3,{}
EV-BUR-C08626,C08626,CreditInfo,718,B,2026-04-25,0,2,384216.26,4,{}
EV-BUR-C08627,C08627,TransUnion,419,D,2026-04-25,8,2,3505318.94,1,{}
EV-BUR-C08628,C08628,TransUnion,583,C,2026-04-25,2,4,2719930.54,2,{}
EV-BUR-C08629,C08629,CreditInfo,658,B,2026-04-23,2,6,3784167.35,4,{}
EV-BUR-C08630,C08630,Metropol,649,B,2026-04-23,2,2,3735520.41,4,{}
EV-BUR-C08631,C08631,TransUnion,847,A,2026-04-24,2,5,340166.64,4,{}
EV-BUR-C08632,C08632,CreditInfo,723,A,2026-04-25,0,4,1843692.58,2,{}
EV-BUR-C08633,C08633,CreditInfo,768,A,2026-04-20,1,1,3177169.46,0,{}
EV-BUR-C08634,C08634,Metropol,828,A,2026-04-24,2,4,231359.87,0,{}
EV-BUR-C08635,C08635,TransUnion,603,B,2026-04-23,0,4,2283801.81,2,{}
EV-BUR-C08636,C08636,CreditInfo,654,B,2026-04-20,1,3,2751554.75,2,{}
EV-BUR-C08637,C08637,Metropol,723,A,2026-04-26,2,2,3936258.42,1,{}
EV-BUR-C08638,C08638,CreditInfo,810,A,2026-04-21,0,6,531140.64,4,{}
EV-BUR-C08639,C08639,CreditInfo,847,A,2026-04-20,0,5,72797.24,0,{}
EV-BUR-C08640,C08640,CreditInfo,788,A,2026-04-20,0,6,549613.21,3,{}
EV-BUR-C08641,C08641,Metropol,618,B,2026-04-23,0,1,3076001.89,1,{}
EV-BUR-C08642,C08642,CreditInfo,585,C,2026-04-21,0,3,968086.59,1,{}
EV-BUR-C08643,C08643,Metropol,570,C,2026-04-24,0,4,1411069.01,0,{}
EV-BUR-C08644,C08644,CreditInfo,752,A,2026-04-21,1,2,2715325.79,2,{}
EV-BUR-C08645,C08645,CreditInfo,845,A,2026-04-24,2,6,2744992.80,1,{}
EV-BUR-C08646,C08646,TransUnion,540,C,2026-04-21,1,7,3930018.50,3,{}
EV-BUR-C08647,C08647,CreditInfo,781,A,2026-04-24,1,2,3845686.25,4,{}
EV-BUR-C08648,C08648,CreditInfo,572,C,2026-04-20,2,7,3290103.33,2,{}
EV-BUR-C08649,C08649,Metropol,770,A,2026-04-26,1,2,1519071.83,4,{}
EV-BUR-C08650,C08650,Metropol,821,A,2026-04-24,1,4,3296836.52,0,{}
EV-BUR-C08651,C08651,Metropol,687,B,2026-04-21,2,6,3230108.86,4,{}
EV-BUR-C08652,C08652,Metropol,633,B,2026-04-24,1,6,1826111.57,0,{}
EV-BUR-C08653,C08653,TransUnion,629,B,2026-04-26,0,7,134872.01,2,{}
EV-BUR-C08654,C08654,Metropol,566,C,2026-04-22,2,6,582917.69,2,{}
EV-BUR-C08655,C08655,TransUnion,306,E,2026-04-20,6,6,2070441.76,4,{}
EV-BUR-C08656,C08656,Metropol,629,B,2026-04-20,0,4,105756.35,2,{}
EV-BUR-C08657,C08657,Metropol,841,A,2026-04-25,1,1,3553979.62,3,{}
EV-BUR-C08658,C08658,TransUnion,634,B,2026-04-21,2,4,785600.85,3,{}
EV-BUR-C08659,C08659,Metropol,804,A,2026-04-24,1,1,3760848.37,2,{}
EV-BUR-C08660,C08660,TransUnion,730,A,2026-04-20,2,7,1856709.08,3,{}
EV-BUR-C08661,C08661,CreditInfo,586,C,2026-04-20,2,1,1578960.38,4,{}
EV-BUR-C08662,C08662,CreditInfo,714,B,2026-04-21,2,3,2650029.22,1,{}
EV-BUR-C08663,C08663,Metropol,592,C,2026-04-22,1,4,930227.84,1,{}
EV-BUR-C08664,C08664,CreditInfo,821,A,2026-04-26,2,3,3771216.04,1,{}
EV-BUR-C08665,C08665,Metropol,668,B,2026-04-22,2,7,1572652.48,0,{}
EV-BUR-C08666,C08666,CreditInfo,552,C,2026-04-20,0,5,1903786.21,3,{}
EV-BUR-C08667,C08667,CreditInfo,596,C,2026-04-24,0,6,2008047.50,1,{}
EV-BUR-C08668,C08668,CreditInfo,631,B,2026-04-23,2,5,3383742.68,0,{}
EV-BUR-C08669,C08669,Metropol,599,C,2026-04-20,0,7,949404.53,3,{}
EV-BUR-C08670,C08670,Metropol,697,B,2026-04-24,1,2,3510174.06,4,{}
EV-BUR-C08671,C08671,Metropol,329,E,2026-04-25,5,2,446598.15,3,{}
EV-BUR-C08672,C08672,TransUnion,676,B,2026-04-26,1,3,867482.42,3,{}
EV-BUR-C08673,C08673,CreditInfo,833,A,2026-04-20,2,6,479650.55,2,{}
EV-BUR-C08674,C08674,Metropol,495,D,2026-04-21,9,2,2127891.22,2,{}
EV-BUR-C08675,C08675,Metropol,836,A,2026-04-23,1,4,602760.63,3,{}
EV-BUR-C08676,C08676,Metropol,669,B,2026-04-22,0,7,2825100.01,2,{}
EV-BUR-C08677,C08677,Metropol,648,B,2026-04-26,1,2,2840857.63,4,{}
EV-BUR-C08678,C08678,Metropol,605,B,2026-04-20,1,5,3182415.25,1,{}
EV-BUR-C08679,C08679,Metropol,690,B,2026-04-25,1,7,2090653.83,1,{}
EV-BUR-C08680,C08680,CreditInfo,567,C,2026-04-26,1,4,2190629.41,4,{}
EV-BUR-C08681,C08681,TransUnion,734,A,2026-04-25,0,4,3144865.58,0,{}
EV-BUR-C08682,C08682,Metropol,834,A,2026-04-20,0,1,1533613.40,2,{}
EV-BUR-C08683,C08683,CreditInfo,600,B,2026-04-25,1,5,2341427.77,0,{}
EV-BUR-C08684,C08684,Metropol,684,B,2026-04-25,1,1,1230424.73,3,{}
EV-BUR-C08685,C08685,TransUnion,642,B,2026-04-26,0,6,326284.14,2,{}
EV-BUR-C08686,C08686,TransUnion,739,A,2026-04-21,2,3,2972501.17,1,{}
EV-BUR-C08687,C08687,Metropol,546,C,2026-04-21,0,4,2259747.26,4,{}
EV-BUR-C08688,C08688,Metropol,628,B,2026-04-24,0,7,2243084.35,0,{}
EV-BUR-C08689,C08689,CreditInfo,713,B,2026-04-26,2,6,941049.36,1,{}
EV-BUR-C08690,C08690,CreditInfo,720,A,2026-04-24,1,7,842138.50,0,{}
EV-BUR-C08691,C08691,CreditInfo,680,B,2026-04-20,1,1,1312825.23,1,{}
EV-BUR-C08692,C08692,CreditInfo,620,B,2026-04-20,1,3,396412.45,3,{}
EV-BUR-C08693,C08693,TransUnion,282,E,2026-04-26,8,6,3320220.95,4,{}
EV-BUR-C08694,C08694,TransUnion,719,B,2026-04-21,1,3,3281982.07,0,{}
EV-BUR-C08695,C08695,Metropol,408,D,2026-04-21,9,6,1038275.71,2,{}
EV-BUR-C08696,C08696,CreditInfo,840,A,2026-04-25,1,3,1368893.75,4,{}
EV-BUR-C08697,C08697,CreditInfo,770,A,2026-04-21,2,2,2070240.82,4,{}
EV-BUR-C08698,C08698,TransUnion,624,B,2026-04-25,0,2,1629950.58,2,{}
EV-BUR-C08699,C08699,TransUnion,793,A,2026-04-20,1,5,208415.88,4,{}
EV-BUR-C08700,C08700,Metropol,724,A,2026-04-25,0,6,3220222.20,1,{}
EV-BUR-C08701,C08701,TransUnion,784,A,2026-04-24,1,2,2440345.37,4,{}
EV-BUR-C08702,C08702,Metropol,641,B,2026-04-23,1,6,2875818.42,1,{}
EV-BUR-C08703,C08703,Metropol,764,A,2026-04-24,1,5,2862086.62,1,{}
EV-BUR-C08704,C08704,CreditInfo,651,B,2026-04-25,2,2,3773931.80,3,{}
EV-BUR-C08705,C08705,Metropol,605,B,2026-04-20,0,2,1176704.90,4,{}
